case_id,activities,resources,months,trace_attr_seriousness,trace_attr_customer,trace_attr_seriousness_2,"y_('>>', 'Assign seriousness')","y_('Create SW anomaly', '>>')","y_('Require upgrade', '>>')","y_('Resolve ticket', '>>')","y_('Take in charge ticket', '>>')","y_('Wait', '>>')"
"('Case 3056', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,106,0,0,0,0,0,0,0
"('Case 3056', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,106,0,0,0,0,0,0,0
"('Case 3056', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,106,0,0,0,0,0,0,0
"('Case 3056', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,106,0,0,0,0,0,0,0
"('Case 3057', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3057', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3057', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3057', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 47, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3058', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,1,1,0,0
"('Case 3058', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,1,1,0,0
"('Case 3058', 3)","[1, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0,0
"('Case 3058', 4)","[1, 12, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0,0
"('Case 3058', 5)","[1, 12, 8, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0,0
"('Case 3058', 6)","[1, 12, 8, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 22, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 37, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0,0
"('Case 3059', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,346,0,0,0,1,0,0,0
"('Case 3059', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,346,0,0,0,1,0,0,0
"('Case 3059', 3)","[1, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,346,0,0,0,0,0,0,0
"('Case 3059', 4)","[1, 12, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,346,0,0,0,0,0,0,0
"('Case 3059', 5)","[1, 12, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 17, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,346,0,0,0,0,0,0,0
"('Case 306', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,1,0,0,0,0,0,0
"('Case 306', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,1,0,0,0,0,0,0
"('Case 306', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,1,0,0,0,0,0,0
"('Case 306', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,1,0,0,0,0,0,0
"('Case 3060', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,149,0,0,0,0,0,0,0
"('Case 3060', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,149,0,0,0,0,0,0,0
"('Case 3060', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,149,0,0,0,0,0,0,0
"('Case 3060', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,149,0,0,0,0,0,0,0
"('Case 3061', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,1,0,0,0
"('Case 3061', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,1,0,0,0
"('Case 3061', 3)","[1, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3061', 4)","[1, 12, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3061', 5)","[1, 12, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 12, 12, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,89,0,0,0,0,0,0,0
"('Case 3062', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,1,0,0
"('Case 3062', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,1,0,0
"('Case 3062', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0,0
"('Case 3062', 4)","[1, 12, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0,0
"('Case 3062', 5)","[1, 12, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0,0
"('Case 3063', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 3063', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 3063', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 3063', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 3064', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 3064', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 3064', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 3064', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,386,1,0,0,0,0,0,0
"('Case 3065', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0,0
"('Case 3065', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0,0
"('Case 3065', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0,0
"('Case 3065', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 27, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0,0
"('Case 3066', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 3066', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 3066', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 3066', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 3067', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,0,0,0,0,0,1,0
"('Case 3067', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,0,0,0,0,0,0,0
"('Case 3067', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,0,0,0,0,0,0,0
"('Case 3067', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,0,0,0,0,0,0,0
"('Case 3067', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 24, 24, 24, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,0,0,0,0,0,0,0
"('Case 3068', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,54,0,0,0,0,0,0,0
"('Case 3068', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,54,0,0,0,0,0,0,0
"('Case 3068', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,54,0,0,0,0,0,0,0
"('Case 3068', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,54,0,0,0,0,0,0,0
"('Case 3069', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,341,0,0,0,0,0,0,0
"('Case 3069', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,341,0,0,0,0,0,0,0
"('Case 3069', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,341,0,0,0,0,0,0,0
"('Case 3069', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,341,0,0,0,0,0,0,0
"('Case 307', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0,0
"('Case 307', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0,0
"('Case 307', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0,0
"('Case 307', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 36, 36, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0,0
"('Case 3070', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 3070', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 3070', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 3070', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,188,1,0,0,0,0,0,0
"('Case 3071', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,1,0,1,0
"('Case 3071', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,1,0,0,0
"('Case 3071', 3)","[1, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 3071', 4)","[1, 12, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 3071', 5)","[1, 12, 3, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 3071', 6)","[1, 12, 3, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 12, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 3072', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,51,0,0,0,0,0,0,0
"('Case 3072', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,51,0,0,0,0,0,0,0
